X,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
17446,35,23694,572,14,15039,36,0,671,0.0803141338533481,2,0,0.277143219623469,0,0,18,3,11945,1162,153012,11891,1974.5,0.945653511794547,4,141121,0.214039,0.216713414048247,571.792373531748,0.629421308448594,0,52
17447,38,45694,629,16,16326,72,5,170,0.330475217356129,2,3,0.189942063366348,0,0,27,1,4888,284,15025,31103,3807.83333333333,0.827234741292996,3,3771,0.216826,0.211566137795241,402.07610997048,0.150236646379082,0,52
17448,38,72119,497,16,10877,48,0,182,0.424435365092217,1,1,0.0755044221877569,0,0,15,13,3650,2976,18453,102256,6009.91666666667,0.795547973692932,2,4212,0.257377,0.23634785406477,352.417639430851,0.0889226372130812,1,40.8
17449,42,22615,596,21,19130,48,4,235,0.280686064173811,1,2,0.140304021121076,0,0,26,11,4290,3395,163577,13691,1884.58333333333,0.5888542857668,2,149886,0.21613,0.211704357464694,594.128819067673,0.439953386195537,0,48
17450,39,40369,433,16,24881,36,4,232,0.300835320643665,2,1,0.223903612461209,0,0,22,7,7145,660,11163,13083,3364.08333333333,0.638263974279326,3,7005,0.293381,0.319012633977989,1082.3138749865,0.390690046814089,0,54
17451,49,63456,605,26,32296,12,3,190,0.388968244748979,6,0,0.161318990807264,0,0,24,14,3194,688,29860,30531,5288,0.669287739325273,6,10865,0.194796,0.188238091461908,2973.57380783461,0.598255258667664,0,47
17452,54,39883,589,31,17076,36,0,359,0.239953396335151,2,1,0.290208218285917,0,0,25,9,2729,726,60746,3259,3323.58333333333,0.842241326921794,6,57487,0.207576,0.222743174539106,654.565973966998,0.304961805471102,0,52
17453,30,15000,613,8,19740,36,2,517,0.48597173645121,3,0,0.208543796898605,0,1,23,1,2817,623,112482,49107,1250,0.851306778379374,12,63375,0.19824,0.237888,772.269199446347,1.03141535955708,0,63
17454,36,49929,588,13,14761,48,0,666,0.024717556809024,3,0,0.217580619460431,0,0,27,21,1794,1611,116564,6649,4160.75,0.8821087780292,4,109915,0.215761,0.196024919726733,446.0622843288,0.267274477997669,1,38.4
17455,50,15918,506,25.7513782632272,22475,60,0,383,0.250722250086586,4,2,0.0840793896261481,1,0,23,6,4538,912,875659,21857,1326.5,0.548282976666188,4,853802,0.274475,0.273540970910676,691.046017258394,0.809684144182732,0,58
17456,22,47180,480,0,28028,72,0,383,0.199785889386407,7,0,0.268904521060938,0,0,22,9,1620,741,79981,7458,3931.66666666667,0.904661580228126,4,72523,0.303028,0.276510768448417,801.220717628377,0.301200691215357,0,51
17457,18,38660,619,0,14837,60,0,886,0.248876149707835,1,0,0.349521609631097,0,0,22,4,4125,460,230945,32215,3221.66666666667,0.627263289832331,5,198730,0.210337,0.213493096576822,404.311597738753,0.400510583881661,0,51
17458,42,39494,511,17,31529,60,1,397,0.227762593444162,8,1,0.284479662174369,0,0,32,20,3373,1040,235063,32829,3291.16666666667,0.631628330888084,7,202234,0.281029,0.292852212340502,1006.27122496889,0.426375011384685,0,49
17459,45,23775,606,25,32883,72,0,305,0.417014017386028,5,0,0.380650160660768,0,0,25,18,1892,5958,13170,10982,1981.25,0.892359124042275,7,2188,0.244883,0.239066856533213,863.843407886484,0.589952508712421,0,54
17460,31,24686,437,9,22783,60,1,200,0.574628694622096,1,0,0.578402854716123,0,0,25,23,4890,632,151298,9192,2057.16666666667,0.731236261504384,5,142106,0.309283,0.287272013343997,719.395871863266,0.44692337609816,0,57
17461,33,22913,602,10,14356,60,0,340,0.0703894734867156,1,1,0.0849508453461045,0,0,14,17,6543,441,146458,29725,1909.41666666667,0.640912526043248,8,116733,0.218356,0.253783450318864,424.557843031847,0.40041435501166,0,44
17462,30,263555,590,11,26964,24,2,371,0.369135576886993,3,1,0.241996503018003,0,1,24,6,7310,4017,155552,31295,21962.9166666667,0.541998284187504,4,124257,0.206964,0.216159964701254,1393.73459001869,0.0803506481767536,1,43.2
17463,29,26407,497,4,9870,36,0,915,0.140919442737444,1,1,0.530220616029077,0,0,21,28,5145,343,26518,8585,2200.58333333333,0.834445577389314,5,17933,0.24637,0.222274511498132,378.102140870124,0.587617892620952,0,59
17464,48,96061,631,25,20402,48,1,387,0.100067756937605,4,1,0.516461644816131,0,0,17,1,25553,970,26523,54136,8005.08333333333,0.93230265934515,4,7603,0.199902,0.194021431838945,614.360084352315,0.125090525939016,1,45.6
17465,25,30314,503,1,20336,60,0,398,0.104643295113886,2,1,0.537241093386972,1,0,23,23,2527,473,40170,14262,2526.16666666667,0.610906941127982,8,25908,0.273836,0.234615101135385,578.686453734978,0.386627876387799,0,73
17466,36,44820,552,11,18694,72,2,159,0.251487224690593,1,2,0.338572067610424,0,0,22,12,1617,257,59805,7415,3735,0.84598617113318,9,52390,0.257694,0.248410494909963,501.741803331452,0.176905435965583,0,53
17467,29,44833,525,6,22128,72,0,640,0.0461805396481349,6,2,0.476171667851267,0,0,20,17,2240,154,158892,13353,3736.08333333333,0.93436951899949094,9,145539,0.274628,0.232565099105256,572.613598305361,0.324568134625484,0,52
17468,22,35936,595,4,23717,36,0,337,0.377901653957667,1,0,0.155451271129338,0,0,26,8,19334,1728,220779,16862,2994.66666666667,0.771241981916112,6,203917,0.211217,0.228599014425995,916.347554880283,0.418526565521021,0,48
17469,50,44243,607,27,24323,72,0,177,0.0547165645598937,3,2,0.350149595763582,0,0,16,23,3886,568,132264,17879,3686.91666666667,0.64945640105399,6,114385,0.235823,0.260962704230615,671.649403610718,0.230178623586299,0,47
17470,33,62678,593,12.075882573768,20193,60,1,404,0.140645447320331,6,1,0.276894001493017,0,0,15,29,7275,389,156128,5881,5223.16666666667,0.675860173942794,7,150247,0.228693,0.212056009655635,548.626523412598,0.182384860412763,1,37.6
17471,42,127572,536,22,25212,12,2,653,0.350966547595072,2,0,0.114331168042335,0,0,33,5,2924,1790,65599,22388,10631,0.673705721534754,4,45449.3937,0.222212,0.181431161812331,2313.15354059667,0.279009833561911,1,40
17472,21,20277,409,2,23074,48,0,264,0.338791372231516,1,0,0.208236921490132,0,0,23,2,1471,2256,50051,32685,1689.75,0.709126601675517,5,17366,0.313574,0.284779086875788,810.500758866195,0.635893332662344,0,58
17473,31,15407,503,10.3105634206794,44977,48,0,185,0.231593908292942,2,2,0.204335764621729,0,0,20,2,1221,1640,168161,9946,1283.91666666667,0.790468907897165,4,158215,0.288477,0.290660265842582,1595.10122576215,1.38646165438734,0,54
17474,49,27748,598,29,15790,60,1,418,0.133324368174962,6,0,0.26095179227893,0,0,23,21,5448,2681,60795,66595,2312.33333333333,0.98052463886556,3,9807,0.22179,0.248985546902108,462.518775963917,0.380792320584078,0,53
17475,71,60144,588,44,15089,108,0,217,0.37356934502827,5,1,0.219835769072767,0,0,25,5,14463,225,49744,21783,5012,0.809457465421396,2,27961,0.266089,0.27809117376982,381.836777087051,0.119480601972676,0,54
17476,18,34293,597,0,17566,84,4,1314,0.34028126547193,3,0,0.617849616798866,0,0,10,10,6197,2011,44078,42487,2857.75,0.566114899194288,9,1591,0.244066,0.267058669736459,463.96061393086,0.622154007149282,0,59
17477,37,174738,628,12,17352,48,3,533,0.272929219460285,1,2,0.417136782445773,0,0,24,28,1497,2238,9373,42008,14561.5,0.863004365714693,4,10336,0.198352,0.182430001012382,511.920961688303,0.0717591567962299,1,40.8
17478,44,145017,596,21,31273,12,4,430,0.225213713123705,3,0,0.471547057602736,0,1,19,24,1881,2562,41257,147868,12084.75,0.811292882315427,2,1623,0.198273,0.215232547973723,2919.80634522232,0.277192854235488,1,48
17479,32,42576,515,8,22414,36,0,662,0.679448780801109,4,0,0.131553053492831,0,0,18,14,743,337,400820,16060,3548,0.85312573115793,4,384760,0.249914,0.229448821322548,866.995930016712,0.430945865280922,0,47
17480,50,132947,641,27,10170,48,1,457,0.29633167374796,7,2,0.293962690279855,0,0,21,8,2814,1406,13093,171277,11078.9166666667,0.872201824061677,4,8800,0.18467,0.165923115735161,291.315081169105,0.0675440662371416,1,38.4
17481,29,60280,511,4,23622,12,1,662,0.473727715637872,4,2,0.416002742368331,0,0,20,1,1874,664,70995,2067,5023.33333333333,0.92107665205808,5,68928,0.233122,0.1864976,2172.97611385615,0.564361535605073,0,62
17482,41,32055,602,23,45470,120,0,506,0.398243560221561,3,1,0.165585514127291,0,0,33,8,1173,4740,249784,1627,2671.25,0.806643550438467,2,248157,0.29947,0.274446321091029,1113.76672127324,0.606370321487409,0,45
17483,33,35459,469,9,18678,24,3,390,0.408488262609952,1,0,0.385533590116288,0,0,28,11,1892,255,323580,8288,2954.91666666667,0.646223401454271,5,315292,0.259178,0.27800855076895,1023.3129123655,0.478291969553175,0,50
17484,54,57473,632,30,28196,12,0,621,0.279168674243111,3,0,0.11111600714096,0,0,22,9,965,2019,551542,26308,4789.41666666667,0.833554306742903,5,525234,0.177196,0.1417568,2533.96885835214,0.658737603748294,0,40
17485,31,29913,434,9,27092,48,2,579,0.433941345793458,1,1,0.184935737017613,0,0,16,15,2198,256,428739,37946,2492.75,0.943950218952593,4,390793,0.305092,0.3661104,1082.33933204608,0.66646849144362,0,47
17486,35,26892,515,13,29118,36,3,229,0.171395218695314,4,1,0.390428113571125,0,1,22,13,1361,8194,152061,5569,2241,0.901535059648963,7,146492,0.256618,0.296254576222167,1230.13920544388,0.65111075655684,0,57
17487,51,63487,509,29,14820,48,0,440,0.240574706505605,3,0,0.3047097553011,0,1,37,7,1144,651,33088,75647,5290.58333333333,0.581779948612788,4,2767,0.25532,0.227542270668451,473.009440347509,0.172572546886293,0,61
17488,27,37460,513,4,31794,60,2,360,0.317885640608551,1,1,0.197741093212091,0,1,21,21,16373,1773,146261,13719,3121.66666666667,0.874531599349604,2,132542,0.280294,0.326831038293379,1081.65142797593,0.46182106608946,0,53
17489,40,44490,534,15,40187,24,0,409,0.353479330928731,5,1,0.520453523157643,0,1,23,3,4767,1437,54997,4798,3707.5,0.812797572743043,8,50199,0.248187,0.223347501750399,2091.47664485963,0.674437395781424,0,66
17490,18,39929,571,0,18144,36,0,272,0.198419468820888,3,0,0.109527534674793,0,0,24,24,7351,1947,327152,5983,3327.41666666667,0.786918111852058,8,321169,0.217644,0.1741152,650.605206473149,0.277273722799914,1,35.2
17491,26,54895,497,7,19418,60,0,214,0.383718670923682,3,0,0.0614309864745247,0,0,32,8,3064,606,4671,18528,4574.58333333333,0.791633155771074,3,10793,0.275918,0.289494478457929,615.766156884088,0.18138617146569,0,54
17492,44,96661,493,17,23563,120,5,626,0.159863003196882,9,1,0.179435798585101,0,1,25,4,1825,9378,89634,23401,8055.08333333333,0.678391658658699,11,66233,0.332063,0.327187883775097,668.974809965385,0.160764917801229,0,55
17493,28,30342,486,4,15183,24,0,231,0.0303398508217375,1,0,0.363327182787959,0,1,18,19,342,2907,57002,78736,2528.5,0.717448880399067,7,10215,0.24718300000000001,0.235902593227575,799.640225173825,0.407609343553025,0,60
17494,33,53221,602,11.5460528823476,22003,72,1,454,0.0568629400310545,3,1,0.168462938870542,0,0,26,14,2429,1277,219626,5114,4435.08333333333,0.95436449636603,5,214512,0.236003,0.240073092239616,579.366889198906,0.23299830274491,0,42
17495,45,17188,593,20,11823,96,0,1239,0.301866149094508,1,1,0.542207572772103,0,0,26,2,1132,791,18674,3683,1432.33333333333,0.804252166116909,5,14991,0.250323,0.204041941382562,250.717933934664,1.04006371929346,0,64
17496,33,35765,617,9,26909,84,0,535,0.208201280397848,5,2,0.238093766386139,0,0,21,5,1191,2156,71001,7588,2980.41666666667,0.70453863565009,5,63413,0.243409,0.289841840481603,751.113842824181,0.43152149067217,0,50
17497,49,22890,565,26,26072,60,2,558,0.367700358254046,4,2,0.192942323751037,0,0,23,9,2326,2783,469011,19820,1907.5,0.671298656542629,7,446633.751933333,0.248572,0.256304537402897,774.914150410398,0.698775439271506,0,47
17498,42,98253,544,20,17571,60,0,625,0.53335970828462,0,0,0.219517547702504,0,0,25,15,2241,1641,148096,44981,8187.75,0.97340926912796,6,103115,0.250571,0.241056167886116,506.559675179673,0.138201541959595,0,51
17499,45,51910,578,21,45189,36,5,442,0.542881657961199,2,2,0.426399696553823,0,1,29,18,4762,741,68692,32947,4325.83333333333,0.928692613975546,6,35745,0.241189,0.198963745445454,1677.00014335044,0.489847846661632,0,63
17500,54,44096,541,29,87489,48,4,583,0.0775788545165372,2,0,0.165245176050774,0,0,29,18,2454,278,128549,19009,3674.66666666667,0.56729039597593,2,109540,0.311989,0.351191579195141,3415.86095635946,1.08822413543889,0,49
17501,43,18280,635,24,50792,24,1,433,0.236162835183025,4,1,0.299286626507136,0,0,19,11,8945,271,17336,24899,1523.33333333333,0.723321470161702,8,6878,0.208292,0.180736953820223,2537.55395639043,1.95003541994996,0,51
17502,58,29146,548,35,30115,36,2,478,0.435308657745821,3,1,0.0900556667803186,1,0,18,27,3212,69,23577,227421,2428.83333333333,0.719649134253796,5,6161,0.241115,0.227531744764437,1161.87262870692,0.675168858316169,0,65
17503,50,100811,623,26.2534093381247,35417,60,4,818,0.0820749984871596,7,0,0.307049078244438,0,0,22,15,3546,481,183574,98667,8400.91666666667,0.767797460173081,3,84907,0.228917,0.21226832031182,962.67354315222,0.211961814859754,0,50
17504,33,51109,578,10,32020,60,5,524,0.240461125979032,4,0,0.410921118604279,0,1,22,18,1726,2028,139322,17706,4259.08333333333,0.865109909660782,1,121616,0.24802,0.270567617672538,978.82778285229,0.352852401616691,0,58
17505,55,23842,591,32,12636,24,0,752,0.209404812257671,4,1,0.1351991155102,0,0,19,12,2900,460,23402,10461,1986.83333333333,0.93364043275113,4,12941,0.192136,0.184008561509124,633.291070340548,0.697235669997759,0,52
17506,43,18167,534,18,26829,60,0,169,0.271506001184272,5,1,0.164616951896486,0,0,25,12,18657,2666,188222,43153,1513.91666666667,0.894768490241344,5,145069,0.264829,0.241744713184293,774.535116474467,0.623241118384632,0,48
17507,35,141934,608,13,18710,60,1,450,0.168150867809516,2,0,0.391668019202461,0,0,25,19,2963,1027,90983,42357,11827.8333333333,0.905028891094749,6,48626,0.21971,0.188122675237258,483.417060299336,0.0789169946847973,1,38.4
17508,43,144684,536,21,23921,84,0,560,0.2191515439575,2,1,0.184887720628233,0,0,24,6,2384,1092,13539,17366,12057,0.798098131323329,7,8447.83753333333,0.280921,0.2247368,567.389094744256,0.0935049427506225,1,40
17509,53,49223,593,30,16600,48,0,448,0.305874706028499,5,2,0.531824408992385,0,0,34,4,488,1097,98826,85263,4101.91666666667,0.659507112859208,2,13563,0.2151,0.231065343321785,533.023815093899,0.239162297729248,0,62
17510,45,55690,531,23,49007,36,0,1080,0.316440625506797,1,1,0.265508753389622,0,0,23,24,1349,5426,157569,59248,4640.83333333333,0.52588024843517,4,98321,0.268507,0.298666117659034,2076.84561995195,0.680232491280721,0,50
17511,61,52456,645,41,37261,120,3,356,0.248769476616915,4,3,0.341465706179404,0,0,13,18,27259,1156,483225,3346,4371.33333333333,0.863880754062791,7,479879,0.269761,0.287606843892283,948.331465428344,0.298382979738069,0,45
17512,53,27579,530,30,21689,84,3,377,0.343750684730825,4,2,0.152933789060008,0,0,31,26,1116,3864,45133,17928,2298.25,0.708956528885958,1,27205,0.281689,0.264360384041048,569.053725057308,0.411640911588081,0,55
17513,46,69304,576,23,44730,48,0,164,0.150023375094054,0,2,0.390447246848861,0,1,21,29,1779,4181,32862,47377,5775.33333333333,0.485199920516941,10,2874,0.25173,0.242520182365968,1464.51908921145,0.281978371674614,0,59
17514,27,41284,613,5,12932,96,3,894,0.534836935116962,2,0,0.104295395071304,0,0,20,23,1016,1071,48255,31449,3440.33333333333,0.936166684900044,7,16806,0.241432,0.273378564607118,332.90822326363,0.35662481056011,0,49
17515,37,76180,533,15,24350,36,1,429,0.40070879456326,4,1,0.145830946912092,0,0,40,23,16262,2275,18537,26964,6348.33333333333,0.719409043100585,4,2845,0.24285,0.260531463775206,981.766113342821,0.222226218956601,1,40.8
17516,40,45762,633,22,29571,48,0,322,0.188645354317768,4,1,0.608764414815266,0,0,21,15,2420,3402,68785,11480,3813.5,0.506512589280265,5,57305,0.208071,0.225173426450517,939.991421003867,0.330927342599677,0,53
17517,48,72598,521,23,19226,36,3,157,0.406093259410058,7,1,0.267168029441045,0,0,27,11,4737,388,11751,21137,6049.83333333333,0.74496704070197,6,5006,0.243726,0.223197412547523,737.433674962657,0.147844349700431,1,42.4
17518,47,43422,618,23,8644,24,0,266,0.128357245206031,1,3,0.0546615925103464,0,0,25,5,1477,833,14660,56612,3618.5,0.960199960016101,4,3841,0.174644,0.1397152,414.907073097989,0.188173849135827,1,39.2
17519,42,52361,617,22,29101,72,0,299,0.145876817617707,2,2,0.192677513813612,0,0,26,17,1074,586,58067,51302,4363.41666666667,0.839996844449812,2,6765,0.235601,0.256423908907169,795.408879226412,0.250814662644276,0,46
17520,41,69623,565,20,15437,48,1,341,0.131897953862512,8,1,0.0770555082318498,0,0,25,27,2827,2000,123565,21799,5801.91666666667,0.826307113048287,2,101766,0.227937,0.2409814898739,504.112516900739,0.145660919564064,1,36
17521,48,32699,602,23,21163,36,1,343,0.16512468630922,3,2,0.33446707217165,0,0,24,12,2749,714,68568,46584,2724.91666666667,0.622309607656541,3,21984,0.205163,0.2251286162906,813.85030120816,0.424545203660599,0,51
17522,29,197429,652,9,19936,48,1,435,0.0704133957187721,4,0,0.500063578182404,1,1,24,13,3693,1168,133051,61401,16452.4166666667,0.941578350748949,6,71650,0.188936,0.211732875443983,619.191744111912,0.064075191229976,1,52
17523,60,42991,667,30.9029069599271,16330,24,3,370,0.566979533712925,2,2,0.083323598629269,0,0,20,20,4627,214,13200,12648,3582.58333333333,0.838992782028322,5,4409,0.15783,0.143429702659003,786.698830173966,0.322867250403284,1,36.8
17524,18,35526,558,0,23087,60,5,405,0.205261069609993,3,1,0.0864841888738587,0,0,25,19,4446,141,54022,13050,2960.5,0.918871372531168,5,40972,0.249087,0.219938423925999,637.556996867252,0.352155715881524,0,54
17525,57,151809,628,34,13723,12,0,665,0.135583028832269,3,3,0.224965964878366,0,0,25,19,3308,1628,39246,18729,12650.75,0.89442147276177,4,20517,0.164723,0.180471715805147,1258.43263888353,0.152040996690594,1,36.8
17526,39,134671,602,16,14863,48,4,376,0.0566053410930711,3,0,0.100447313775343,0,0,26,12,3108,111,64519,13840,11222.5833333333,0.797993773880307,4,50679,0.208863,0.211312592330374,461.293093204225,0.0746078748836104,1,33.6
17527,52,68193,561,30,34460,120,2,306,0.125026073409265,3,4,0.124163038763708,0,0,22,27,386,1178,37079,45467,5682.75,0.884321805614905,6,4032,0.30896,0.314473773832326,945.47669597194,0.220223781790848,0,49
17528,44,64146,596,21,9508,36,3,426,0.264286165235474,6,0,0.217972619438357,0,1,27,15,993,457,50554,59332,5345.5,0.953072080011183,2,8008,0.196508,0.219810114898005,363.021435221367,0.147604795663898,0,58
17529,44,48534,621,22,33954,48,1,591,0.177379971939407,6,0,0.392121125081017,0,0,21,14,3377,5864,25541,98048,4044.5,0.858339278052646,10,1335,0.218454,0.210669947253332,1052.63309227266,0.406387215297976,0,51
17530,46,143954,534,23.807611257418,23732,48,2,228,0.207492686446711,3,1,0.0911563454310974,0,0,32,13,1866,753,39136,62261,11996.1666666667,0.89632281500492506,11,6966,0.251732,0.250555855161097,787.620895506948,0.0846621194692983,1,40.8
17531,49,81976,610,25.4497166055047,38976,72,1,583,0.345632133515142,3,0,0.438912636498694,0,0,19,13,1484,1384,24016,17769,6831.33333333333,0.584932900143033,7,6247,0.248976,0.216269453469269,970.703874429024,0.227437865877187,0,52
17532,36,71008,515,16,24924,48,1,531,0.792329182901262,1,1,0.323504883160055,1,0,18,27,1703,316,69381,21907,5917.33333333333,0.865171730974485,4,47474,0.262424,0.254305382434783,832.404527114955,0.230408606429972,0,68
17533,52,120280,617,33,13596,36,2,330,0.404856186947004,4,1,0.0405647484254984,0,0,12,19,7655,2713,60237,8543,10023.3333333333,0.828359136325882,5,51694,0.190096,0.199272106819893,504.771970730051,0.0832828703754623,1,35.2
17534,26,56609,571,3,8046,24,5,293,0.59224099858579,3,0,0.516260427765201,0,0,22,8,1042,165,15551,8797,4717.41666666667,0.710235982093052,5,6754,0.197546,0.177469528011607,400.706255848986,0.147052148424947,1,48
17535,39,38513,592,17,10383,60,2,319,0.38854889889027,5,0,0.515850318041353,0,0,23,23,777,2388,48936,23509,3209.41666666667,0.63115105933866,2,25427,0.219383,0.243150504744782,300.599518533167,0.193056739864409,0,59
17536,50,63132,544,27,24531,60,3,296,0.137656061950029,3,1,0.440972825665302,0,0,22,27,5662,252,217549,15998,5261,0.696680431461541,5,201551,0.257531,0.231964436121228,694.311932625676,0.188236444140976,1,43.2
17537,51,62944,562,27,12011,72,3,661,0.195798569666819,3,1,0.377524809624531,0,0,31,20,2423,2093,273701,12831,5245.33333333333,0.921426430067197,4,260870,0.246011,0.255924226936142,327.92237611523,0.188533752436813,1,37.6
17538,45,46962,592,21,9264,96,3,274,0.138973174218586,1,2,0.265219484952311,0,0,17,28,1650,109,35186,16691,3913.5,0.793755279176118,4,18495,0.248264,0.261602828169907,231.110410052164,0.129068713441207,0,52
17539,35,31780,524,12,69865,48,0,405,0.580103866175199,1,1,0.0392308380642677,0,0,26,29,5758,1408,65416,243673,2648.33333333333,0.600417641423265,5,8195,0.302865,0.288972285824438,2470.9469011544,1.08594596645226,0,52
17540,50,56683,591,29,11882,12,4,363,0.39704655057909,3,0,0.263465754591667,0,0,27,15,3676,1380,38879,6916,4723.58333333333,0.87666932956335,5,31963,0.181382,0.181291615989217,1090.07219240078,0.307620738295597,1,41.6
17541,31,78214,638,7,34064,36,2,701,0.134861855367724,3,1,0.198531758625189,0,0,26,16,2117,2541,66281,18359,6517.83333333333,0.77718039612938,4,47922,0.200064,0.219788035028736,1300.54609485015,0.307087645922747,0,46
17542,61,32818,586,38,20548,72,1,225,0.629950185786591,1,0,0.421526511328636,0,0,22,25,1742,550,240040,17535,2734.83333333333,0.769287326979825,6,222505,0.242548,0.219788283472988,516.033471041618,0.270961108309446,0,58
17543,38,51329,598,11,48675,60,3,299,0.0065877213749085,1,3,0.389560234223488,0,0,21,13,2090,2004,105527,6198,4277.41666666667,0.950516200777976,5,99329,0.254675,0.231722799398521,1376.99339086023,0.391823738828395,0,51
17544,21,107038,604,13.9522591056343,21817,24,0,411,0.10044319181622,3,1,0.49447557308558,1,1,24,8,8313,3351,22239,238256,8919.83333333333,0.718454667828715,16,6127,0.194817,0.212262070761929,1123.50626714565,0.17203306494654,0,70
17545,25,25282,569,2,20909,72,2,847,0.345000712826367,1,1,0.214925001522479,0,0,26,6,8038,1467,315486,20378,2106.83333333333,0.795321010427297,8,295108,0.251409,0.26609503032509,584.054240093605,0.679244161107636,0,50
17546,40,107646,629,18,13718,36,1,778,0.29656956262905,3,0,0.0975285501623657,0,0,23,29,3431,4424,458540,33661,8970.5,0.803396027848802,8,424879,0.184218,0.178321764672388,494.784428216507,0.141885561364083,1,32
17547,41,24618,423,18,44492,72,2,516,0.29554121330902,3,1,0.436159821238325,0,0,34,18,5743,734,431750,3791,2051.5,0.734908135768706,7,427959,0.347992,0.333782760134564,1436.86704377737,0.951921542177612,0,52
17548,63,80046,660,41,29316,72,0,1100,0.301057738255372,0,0,0.13772626631079599,0,0,36,28,5185,506,188235,20605,6670.5,0.867986551306597,4,167630,0.214316,0.189702613614517,684.812957912992,0.267568092034029,1,31.2
17549,27,16455,580,5,13892,60,0,672,0.281868526137454,6,1,0.130461855713621,0,0,20,28,1410,1402,62690,37063,1371.25,0.756978035676383,11,25627,0.228892,0.233526150840384,394.441538830515,0.777714887023165,0,55
17550,40,51499,582,17,9638,60,0,270,0.209047952651969,1,0,0.330342935278249,0,0,28,3,2849,1216,47174,42319,4291.58333333333,0.935991191138274,5,4855,0.223638,0.218731959009573,265.496672172254,0.124778346493467,0,57
17551,27,33361,591,3,18148,36,0,638,0.505955118834489,3,1,0.0659271771208585,0,0,21,4,10447,1888,62159,16242,2780.08333333333,0.531067015077944,3,45917,0.207648,0.221563849790208,694.549427859344,0.479319958463839,0,55
17552,34,15000,562,12,21514,108,2,469,0.360675466434361,5,1,0.116772336387808,0,0,36,4,4237,1927,94244,6843,1250,0.895835922755375,3,87401,0.285514,0.276234211951834,541.610478611565,0.808488382889252,0,53
17553,60,38941,565,36,37553,24,1,350,0.191104907932142,1,0,0.0322470104604733,0,0,26,10,4474,840,86764,10537,3245.08333333333,0.929010334704515,5,76227,0.230053,0.20826510277237,1926.48680224812,0.701518749569282,0,48
17554,26,148658,527,2,27287,60,2,782,0.11207198453426,3,1,0.124015764773497,0,0,26,2,498,1229,31839,127105,12388.1666666667,0.77948300209915,9,6387,0.268787,0.309095490384688,898.132401060971,0.13562397457743,0,51
17555,47,80918,593,26,63155,36,2,555,0.11062662972555,6,2,0.35284725231049,0,0,27,23,4050,137,31481,25106,6743.16666666667,0.707762246049139,6,6375,0.251655,0.220503713612757,2413.56411462642,0.44023294415973,0,52
17556,44,50969,460,23,27378,60,4,717,0.250648798371174,6,0,0.302438905233668,0,0,21,24,1904,310,416963,81313,4247.41666666667,0.740507647492941,5,335650,0.302378,0.272136736469954,839.496167494319,0.366457140809744,0,48
17557,39,60941,599,16,94443,60,1,1942,0.240096377617882,5,1,0.530460744823487,0,1,21,23,5270,3784,84799,28422,5078.41666666667,0.788915856847433,6,56377,0.299943,0.304514598921489,3081.79294666927,0.989243946768699,0,62
17558,46,101958,555,25,19326,24,1,458,0.185626005489091,2,0,0.347373183374246,0,0,21,11,3293,3173,82673,15103,8496.5,0.745818960536861,4,67570,0.216826,0.183694185153565,968.28631472175,0.167867511883923,1,40
17559,26,102905,424,6,24798,72,3,438,0.140762954812112,2,2,0.158418583134601,0,0,32,25,942,365,145631,26214,8575.41666666667,0.50947309332774,10,119417,0.327798,0.317756060520847,774.641012981789,0.14140899038707,1,35.2
17560,59,41476,553,33,20554,72,3,404,0.137043648468686,4,3,0.158769079149182,0,0,19,17,4724,6213,23834,24885,3456.33333333333,0.856971682386336,10,2396,0.259054,0.220035242503297,516.485420119968,0.266318474333099,0,50
17561,63,75024,637,36.8102296909619,25033,36,0,722,0.152927659572355,1,1,0.362576315541283,0,0,18,20,15971,2435,171628,35776,6252,0.68803837215399,5,135852,0.191533,0.160288104085751,880.442112887277,0.256308719271797,1,36.8
17562,40,63104,622,21,13705,12,4,454,0.157755885061957,1,4,0.414093868583828,0,0,21,10,4679,15506,61759,14837,5258.66666666667,0.934985371214013,3,46922,0.167705,0.136186945053448,1228.07496242634,0.319867196201764,1,41.6
17563,69,73117,669,48,36550,48,2,217,0.447647313454458,2,2,0.482333025724967,1,0,16,21,6422,1136,45080,7472,6093.08333333333,0.892831805209583,4,37608,0.19705,0.190351339440589,1093.52706387638,0.215084382106987,0,63
17564,35,35069,449,12,14245,72,1,411,0.344074190011432,3,0,0.0983605027770998,0,1,23,29,4809,1430,71636,4095,2922.41666666667,0.857379311839014,3,67541,0.304745,0.291057115620092,420.370220512905,0.284480385701185,0,55
17565,44,135312,554,21,44124,72,0,504,0.536485576498135,4,0,0.0495867406659911,0,0,17,22,23522,865,24387,54213,11276,0.971711865349964,2,10589,0.282124,0.3385488,1438.97187380679,0.172310382565341,0,52
